PERIODO;PM10
2024-05-05 08;258.02
2024-05-05 09;181.63
2024-05-05 10;196.07
2024-05-05 11;176.66
2024-05-05 12;143.69
2024-05-05 13;157.69
2024-05-05 14;155.25
2024-05-05 15;138.06
2024-05-05 16;156.2
2024-05-05 17;107.93
2024-05-05 18;107.55
2024-05-05 19;67.5
2024-05-05 20;132.24
2024-05-05 21;119.87
2024-05-05 22;86.07
2024-05-05 23;78.78
2024-05-06 00;84.14
2024-05-06 01;96.27
2024-05-06 02;65.39
2024-05-06 03;99.02
2024-05-06 04;135.28
2024-05-06 05;177.22
2024-05-06 06;213.78
2024-05-06 07;160.67
2024-05-06 08;152.75
2024-05-06 09;247.02
2024-05-06 10;248.47
2024-05-06 11;171.51
2024-05-06 12;241.38
2024-05-06 13;294.95
2024-05-06 14;181.49
2024-05-06 15;143.57
2024-05-06 16;161.3
2024-05-06 17;170.38
2024-05-06 18;109.08
2024-05-06 19;80.89
2024-05-06 20;136.64
2024-05-06 21;149.21
2024-05-06 22;77.52
2024-05-06 23;84.04
2024-05-07 00;83.88
2024-05-07 01;123.54
2024-05-07 02;169.71
2024-05-07 03;88.53
2024-05-07 04;70.73
2024-05-07 05;159.39
2024-05-07 06;132.96
2024-05-07 07;159.97
2024-05-07 08;166.28
2024-05-07 09;208.06
2024-05-07 10;176.48
2024-05-07 11;
2024-05-07 12;153.93
2024-05-07 13;228.1
2024-05-07 14;133.41
2024-05-07 15;152.99
2024-05-07 16;138.71
2024-05-07 17;141.57
2024-05-07 18;100.92
2024-05-07 19;114.96
2024-05-07 20;197.43
2024-05-07 21;181.45
2024-05-07 22;94.14
2024-05-07 23;125.35
2024-05-08 00;127.54
2024-05-08 01;111.63
2024-05-08 02;151.3
2024-05-08 03;197.01
2024-05-08 04;213.07
2024-05-08 05;203.13
2024-05-08 06;218.28
2024-05-08 07;277.41
2024-05-08 08;267.18
2024-05-08 09;302.32
2024-05-08 10;222.52
2024-05-08 11;219.03
2024-05-08 12;186.78
2024-05-08 13;231.38
2024-05-08 14;237.08
2024-05-08 15;241.85
2024-05-08 16;220.98
2024-05-08 17;197.22
2024-05-08 18;204.27
2024-05-08 19;122.21
2024-05-08 20;110.38
2024-05-08 21;200.07
2024-05-08 22;177.86
2024-05-08 23;131.59
2024-05-09 00;99.71
2024-05-09 01;198.48
2024-05-09 02;239.57
2024-05-09 03;99.06
2024-05-09 04;129.97
2024-05-09 05;220.17
2024-05-09 06;229.95
2024-05-09 07;228.91
2024-05-09 08;284.78
2024-05-09 09;315.52
2024-05-09 10;280.29
2024-05-09 11;260.38
2024-05-09 12;237.6
2024-05-09 13;242.72
2024-05-09 14;215.62
2024-05-09 15;196.3
2024-05-09 16;208.14
2024-05-09 17;223.5
2024-05-09 18;168.39
2024-05-09 19;190.12
2024-05-09 20;129.21
2024-05-09 21;199.76
2024-05-09 22;104.79
2024-05-09 23;169.8
2024-05-10 00;274.15
2024-05-10 01;187.66
2024-05-10 02;145.66
2024-05-10 03;106.33
2024-05-10 04;257.57
2024-05-10 05;269
2024-05-10 06;258.65
2024-05-10 07;226.76
2024-05-10 08;546.72
2024-05-10 09;295.02
2024-05-10 10;211.77
2024-05-10 11;249.38
2024-05-10 12;269.26
2024-05-10 13;265.45
2024-05-10 14;254.03
2024-05-10 15;223
2024-05-10 16;217.99
2024-05-10 17;217.77
2024-05-10 18;134.37
2024-05-10 19;181.78
2024-05-10 20;119.42
2024-05-10 21;101.76
2024-05-10 22;152.68
2024-05-10 23;138.48
2024-05-11 00;152.52
2024-05-11 01;271.54
2024-05-11 02;277.17
2024-05-11 03;312.82
2024-05-11 04;116.77
2024-05-11 05;143.41
2024-05-11 06;106.78
2024-05-11 07;295.83
2024-05-11 08;440.37
2024-05-11 09;418.22
2024-05-11 10;299.49
2024-05-11 11;339.06
2024-05-11 12;207.64
2024-05-11 13;205.08
2024-05-11 14;179.44
2024-05-11 15;146.07
2024-05-11 16;151.96
2024-05-11 17;135
2024-05-11 18;74.31
2024-05-11 19;108.73
2024-05-11 20;168.6
2024-05-11 21;66.97
2024-05-11 22;89.13
2024-05-11 23;112.67
2024-05-12 00;145.08
2024-05-12 01;75.24
2024-05-12 02;87.83
2024-05-12 03;99.21
2024-05-12 04;160.68
2024-05-12 05;177.39
2024-05-12 06;144.01
2024-05-12 07;159.11
2024-05-12 08;173.62
2024-05-12 09;196.47
2024-05-12 10;210
2024-05-12 11;176.99
2024-05-12 12;190.86
2024-05-12 13;151.61
2024-05-12 14;128.12
2024-05-12 15;130.13
2024-05-12 16;132.06
2024-05-12 17;159.09
2024-05-12 18;139.88
2024-05-12 19;91.41
2024-05-12 20;95.33
2024-05-12 21;152.6
2024-05-12 22;133.97
2024-05-12 23;68.84
2024-05-13 00;136.67
2024-05-13 01;114.35
2024-05-13 02;94.55
2024-05-13 03;143.05
2024-05-13 04;64.08
2024-05-13 05;94.22
2024-05-13 06;142.15
2024-05-13 07;319.88
2024-05-13 08;252.26
2024-05-13 09;274.63
2024-05-13 10;294.66
2024-05-13 11;282.11
2024-05-13 12;239.46
2024-05-13 13;242.83
2024-05-13 14;249.11
2024-05-13 15;204.24
2024-05-13 16;182.96
2024-05-13 17;253.58
2024-05-13 18;237.07
2024-05-13 19;250.51
2024-05-13 20;194.87
2024-05-13 21;159.3
2024-05-13 22;81.64
2024-05-13 23;115.69
2024-05-14 00;194.05
2024-05-14 01;150.69
2024-05-14 02;56.25
2024-05-14 03;139.29
2024-05-14 04;113.35
2024-05-14 05;83.33
2024-05-14 06;198.72
2024-05-14 07;258.36
2024-05-14 08;338.09
2024-05-14 09;283.02
2024-05-14 10;
2024-05-14 11;
2024-05-14 12;
2024-05-14 13;
2024-05-14 14;264.98
2024-05-14 15;245.32
2024-05-14 16;232.78
2024-05-14 17;176.61
2024-05-14 18;171.49
2024-05-14 19;162.61
2024-05-14 20;214.48
2024-05-14 21;96.71
2024-05-14 22;181.37
2024-05-14 23;209.02
2024-05-15 00;108.28
2024-05-15 01;136.39
2024-05-15 02;234.28
2024-05-15 03;168.64
2024-05-15 04;125.95
2024-05-15 05;110.82
2024-05-15 06;196.87
2024-05-15 07;211.43
2024-05-15 08;225.68
2024-05-15 09;261.87
2024-05-15 10;259.71
2024-05-15 11;305.73
2024-05-15 12;239.66
2024-05-15 13;294.29
2024-05-15 14;207.38
2024-05-15 15;234.71
2024-05-15 16;196.78
2024-05-15 17;194.32
2024-05-15 18;175.12
2024-05-15 19;91.12
2024-05-15 20;142.31
2024-05-15 21;108.13
2024-05-15 22;99.67
2024-05-15 23;107.89
2024-05-16 00;377.54
2024-05-16 01;235.08
2024-05-16 02;202.72
2024-05-16 03;165.6
2024-05-16 04;222.74
2024-05-16 05;264.54
2024-05-16 06;186.28
2024-05-16 07;257.32
2024-05-16 08;236.41
2024-05-16 09;314.38
2024-05-16 10;252.01
2024-05-16 11;240.22
2024-05-16 12;184.26
2024-05-16 13;185.18
2024-05-16 14;207.22
2024-05-16 15;218.02
2024-05-16 16;184.41
2024-05-16 17;147.51
2024-05-16 18;129.79
2024-05-16 19;138.68
2024-05-16 20;75.08
2024-05-16 21;139.67
2024-05-16 22;143.68
2024-05-16 23;114.37
2024-05-17 00;106.73
2024-05-17 01;132.83
2024-05-17 02;67.62
2024-05-17 03;102.97
2024-05-17 04;135.56
2024-05-17 05;149.94
2024-05-17 06;244.04
2024-05-17 07;238.02
2024-05-17 08;218.51
2024-05-17 09;209.07
2024-05-17 10;195.9
2024-05-17 11;216.92
2024-05-17 12;228.44
2024-05-17 13;298.82
2024-05-17 14;234.38
2024-05-17 15;196.71
2024-05-17 16;188.12
2024-05-17 17;162.6
2024-05-17 18;124.88
2024-05-17 19;123.85
2024-05-17 20;180.28
2024-05-17 21;117.95
2024-05-17 22;177.32
2024-05-17 23;226.12
2024-05-18 00;126.8
2024-05-18 01;121.62
2024-05-18 02;200.9
2024-05-18 03;314.92
2024-05-18 04;345.18
2024-05-18 05;252.23
2024-05-18 06;115.67
2024-05-18 07;196.13
2024-05-18 08;231.28
2024-05-18 09;315.38
2024-05-18 10;256.17
2024-05-18 11;224.93
2024-05-18 12;249.77
2024-05-18 13;238.9
2024-05-18 14;166.09
2024-05-18 15;184.21
2024-05-18 16;180.17
2024-05-18 17;157.59
2024-05-18 18;150.22
2024-05-18 19;95.83
2024-05-18 20;143.85
2024-05-18 21;207.07
2024-05-18 22;147.48
2024-05-18 23;98.78
2024-05-19 00;124.72
2024-05-19 01;125.14
2024-05-19 02;156.78
2024-05-19 03;212.89
2024-05-19 04;216.38
2024-05-19 05;239.82
2024-05-19 06;303.65
2024-05-19 07;336.4
2024-05-19 08;429.96
2024-05-19 09;346.52
2024-05-19 10;259.22
2024-05-19 11;214.33
2024-05-19 12;204.69
2024-05-19 13;236.57
2024-05-19 14;187.98
2024-05-19 15;205.07
2024-05-19 16;235.07
2024-05-19 17;204.95
2024-05-19 18;98.67
2024-05-19 19;123.1
2024-05-19 20;159.51
2024-05-19 21;99.07
2024-05-19 22;125.12
2024-05-19 23;190.94
2024-05-20 00;173.45
2024-05-20 01;176.85
2024-05-20 02;223.88
2024-05-20 03;221.67
2024-05-20 04;175.25
2024-05-20 05;172.88
2024-05-20 06;217.7
2024-05-20 07;247.35
2024-05-20 08;281.04
2024-05-20 09;255.34
2024-05-20 10;184.73
2024-05-20 11;170
2024-05-20 12;188.93
2024-05-20 13;133.34
2024-05-20 14;164.31
2024-05-20 15;157.63
2024-05-20 16;195.94
2024-05-20 17;182.81
2024-05-20 18;145.48
2024-05-20 19;109.33
2024-05-20 20;173.02
2024-05-20 21;159.23
2024-05-20 22;135.94
2024-05-20 23;147.12
2024-05-21 00;168.07
2024-05-21 01;145.74
2024-05-21 02;114.72
2024-05-21 03;144.94
2024-05-21 04;127.6
2024-05-21 05;82.33
2024-05-21 06;75.72
2024-05-21 07;60.47
2024-05-21 08;70.63
2024-05-21 09;126.92
2024-05-21 10;97.31
2024-05-21 11;97.97
2024-05-21 12;125.96
2024-05-21 13;167.65
2024-05-21 14;162.36
2024-05-21 15;180.85
2024-05-21 16;187.15
2024-05-21 17;161.78
2024-05-21 18;109.26
2024-05-21 19;127.12
2024-05-21 20;129.02
2024-05-21 21;193.59
2024-05-21 22;170.21
2024-05-21 23;200.54
2024-05-22 00;170.39
2024-05-22 01;142.41
2024-05-22 02;215.14
2024-05-22 03;215.95
2024-05-22 04;233.1
2024-05-22 05;184.01
2024-05-22 06;166.83
2024-05-22 07;261.61
2024-05-22 08;244.66
2024-05-22 09;177.24
2024-05-22 10;
2024-05-22 11;
2024-05-22 12;197.35
2024-05-22 13;190.66
2024-05-22 14;148.43
2024-05-22 15;174.71
2024-05-22 16;220.2
2024-05-22 17;195.4
2024-05-22 18;92.01
2024-05-22 19;
2024-05-22 20;72.48
2024-05-22 21;
2024-05-22 22;135.99
2024-05-22 23;
2024-05-23 00;
2024-05-23 01;
2024-05-23 02;
2024-05-23 03;
2024-05-23 04;
2024-05-23 05;
2024-05-23 06;
2024-05-23 07;
2024-05-23 08;
2024-05-23 09;
2024-05-23 10;
2024-05-23 11;306.27
2024-05-23 12;
2024-05-23 13;256.94
2024-05-23 14;311.14
2024-05-23 15;249.76
2024-05-23 16;214.12
2024-05-23 17;179.12
2024-05-23 18;211.14
2024-05-23 19;154.01
2024-05-23 20;115.44
2024-05-23 21;170.87
2024-05-23 22;180.21
2024-05-23 23;235.19
2024-05-24 00;232.57
2024-05-24 01;160.32
2024-05-24 02;237.22
2024-05-24 03;215.93
2024-05-24 04;258.74
2024-05-24 05;345.82
2024-05-24 06;271.62
2024-05-24 07;273.69
2024-05-24 08;272.87
2024-05-24 09;342.6
2024-05-24 10;325.4
2024-05-24 11;306.69
2024-05-24 12;301.83
2024-05-24 13;292.05
2024-05-24 14;216.52
2024-05-24 15;236.84
2024-05-24 16;259.54
2024-05-24 17;223.44
2024-05-24 18;115.59
2024-05-24 19;104.17
2024-05-24 20;103.38
2024-05-24 21;159.97
2024-05-24 22;222.28
2024-05-24 23;109.62
2024-05-25 00;143.51
2024-05-25 01;129.55
2024-05-25 02;124.87
2024-05-25 03;128.66
2024-05-25 04;151.03
2024-05-25 05;191.51
2024-05-25 06;196.55
2024-05-25 07;226.67
2024-05-25 08;383.61
2024-05-25 09;334.77
2024-05-25 10;313.16
2024-05-25 11;306.91
2024-05-25 12;301.13
2024-05-25 13;248.73
2024-05-25 14;311.96
2024-05-25 15;219.72
2024-05-25 16;196.87
2024-05-25 17;128.51
2024-05-25 18;143
2024-05-25 19;135.15
2024-05-25 20;144.8
2024-05-25 21;233.92
2024-05-25 22;148.07
2024-05-25 23;135.74
2024-05-26 00;244.19
2024-05-26 01;265.91
2024-05-26 02;153.78
2024-05-26 03;133.82
2024-05-26 04;173.35
2024-05-26 05;215.48
2024-05-26 06;285.46
2024-05-26 07;249.58
2024-05-26 08;322.97
2024-05-26 09;305.92
2024-05-26 10;274.07
2024-05-26 11;219.22
2024-05-26 12;217.08
2024-05-26 13;214.43
2024-05-26 14;176.39
2024-05-26 15;163.2
2024-05-26 16;201.79
2024-05-26 17;139.31
2024-05-26 18;92.91
2024-05-26 19;136.35
2024-05-26 20;116.45
2024-05-26 21;124.21
2024-05-26 22;132.43
2024-05-26 23;156.43
2024-05-27 00;204.03
2024-05-27 01;223.14
2024-05-27 02;237.88
2024-05-27 03;214.37
2024-05-27 04;258.78
2024-05-27 05;295.82
2024-05-27 06;345.54
2024-05-27 07;380.13
2024-05-27 08;332.09
2024-05-27 09;305.08
2024-05-27 10;284.81
2024-05-27 11;254.71
2024-05-27 12;282.38
2024-05-27 13;232.85
2024-05-27 14;216.58
2024-05-27 15;239.66
2024-05-27 16;253.35
2024-05-27 17;187.28
2024-05-27 18;211.52
2024-05-27 19;129.64
2024-05-27 20;148.78
2024-05-27 21;136.31
2024-05-27 22;209.76
2024-05-27 23;118.03
2024-05-28 00;154.88
2024-05-28 01;205.28
2024-05-28 02;260.28
2024-05-28 03;289.52
2024-05-28 04;294.48
2024-05-28 05;346.58
2024-05-28 06;358.12
2024-05-28 07;372.55
2024-05-28 08;442.49
2024-05-28 09;332.9
2024-05-28 10;299.43
2024-05-28 11;283.17
2024-05-28 12;270.88
2024-05-28 13;239.7
2024-05-28 14;210.81
2024-05-28 15;211.12
2024-05-28 16;206.56
2024-05-28 17;212.04
2024-05-28 18;187.5
2024-05-28 19;143.46
2024-05-28 20;91.28
2024-05-28 21;157.73
2024-05-28 22;80.24
2024-05-28 23;158.48
2024-05-29 00;169.67
2024-05-29 01;206.88
2024-05-29 02;204.78
2024-05-29 03;238.28
2024-05-29 04;268.37
2024-05-29 05;291.8
2024-05-29 06;272.92
2024-05-29 07;314.55
2024-05-29 08;395.02
2024-05-29 09;365.95
2024-05-29 10;
2024-05-29 11;253.76
2024-05-29 12;280.84
2024-05-29 13;264.91
2024-05-29 14;218.76
2024-05-29 15;254.6
2024-05-29 16;212.08
2024-05-29 17;144.16
2024-05-29 18;196.61
2024-05-29 19;253.49
2024-05-29 20;116.92
2024-05-29 21;139.03
2024-05-29 22;174.12
2024-05-29 23;242.83
2024-05-30 00;231.05
2024-05-30 01;157.19
2024-05-30 02;144.72
2024-05-30 03;152.94
2024-05-30 04;84.11
2024-05-30 05;129.98
2024-05-30 06;150.16
2024-05-30 07;148.79
2024-05-30 08;232.23
2024-05-30 09;274.82
2024-05-30 10;240.41
2024-05-30 11;225.07
2024-05-30 12;225.19
2024-05-30 13;204.35
2024-05-30 14;199.3
2024-05-30 15;235.58
2024-05-30 16;230.67
2024-05-30 17;217.86
2024-05-30 18;149.3
2024-05-30 19;173.19
2024-05-30 20;193.26
2024-05-30 21;231.88
2024-05-30 22;220.28
2024-05-30 23;170.74
2024-05-31 00;211.93
2024-05-31 01;236.39
2024-05-31 02;230.42
2024-05-31 03;260.96
2024-05-31 04;300.74
2024-05-31 05;262.84
2024-05-31 06;314.31
2024-05-31 07;348.74
2024-05-31 08;327.19
2024-05-31 09;335.2
2024-05-31 10;280.68
2024-05-31 11;269.69
2024-05-31 12;197.01
2024-05-31 13;208.06
2024-05-31 14;233.38
2024-05-31 15;208.79
2024-05-31 16;233.13
2024-05-31 17;235.72
2024-05-31 18;132.99
2024-05-31 19;201.48
2024-05-31 20;228.78
2024-05-31 21;212.68
2024-05-31 22;238.78
2024-05-31 23;257.38
2024-06-01 00;204.53
2024-06-01 01;153.88
2024-06-01 02;256.15
2024-06-01 03;251
2024-06-01 04;128.27
2024-06-01 05;160.3
2024-06-01 06;226.1
2024-06-01 07;245.18
2024-06-01 08;260.49
2024-06-01 09;281.28
2024-06-01 10;273.88
2024-06-01 11;229.78
2024-06-01 12;214.84
2024-06-01 13;184.45
2024-06-01 14;205.91
2024-06-01 15;173.18
2024-06-01 16;184.98
2024-06-01 17;177.62
2024-06-01 18;150.41
2024-06-01 19;150.81
2024-06-01 20;168.22
2024-06-01 21;165.07
2024-06-01 22;164.2
2024-06-01 23;177.68
2024-06-02 00;162.88
2024-06-02 01;82.67
2024-06-02 02;84.7
2024-06-02 03;97.71
2024-06-02 04;81.72
2024-06-02 05;83
2024-06-02 06;98.01
2024-06-02 07;92
2024-06-02 08;116.44
2024-06-02 09;127.42
2024-06-02 10;79.39
2024-06-02 11;68.41
2024-06-02 12;125.36
2024-06-02 13;117.29
2024-06-02 14;106.96
2024-06-02 15;138.93
2024-06-02 16;138.64
2024-06-02 17;66.03
2024-06-02 18;109.12
2024-06-02 19;75.95
2024-06-02 20;116.54
2024-06-02 21;120.72
2024-06-02 22;137.03
2024-06-02 23;136.55
2024-06-03 00;148.71
2024-06-03 01;116.65
2024-06-03 02;85.29
2024-06-03 03;90.01
2024-06-03 04;110.8
2024-06-03 05;119.82
2024-06-03 06;91.15
2024-06-03 07;137.88
2024-06-03 08;181.11
2024-06-03 09;207.33
2024-06-03 10;214.83
2024-06-03 11;276.32
2024-06-03 12;257.25
2024-06-03 13;262.95
2024-06-03 14;249.99
2024-06-03 15;242.49
2024-06-03 16;245.42
2024-06-03 17;217.42
2024-06-03 18;157.44
2024-06-03 19;142.19
2024-06-03 20;172.86
2024-06-03 21;154.85
2024-06-03 22;96.63
2024-06-03 23;112.67
2024-06-04 00;157.26
2024-06-04 01;199.08
2024-06-04 02;201.21
2024-06-04 03;194.16
2024-06-04 04;207.06
2024-06-04 05;240.32
2024-06-04 06;203.38
2024-06-04 07;222.95
2024-06-04 08;172.22
2024-06-04 09;238.93
2024-06-04 10;246.62
2024-06-04 11;
2024-06-04 12;
2024-06-04 13;198.49
2024-06-04 14;171.03
2024-06-04 15;208.12
2024-06-04 16;183.69
2024-06-04 17;156.97
2024-06-04 18;90.03
2024-06-04 19;178.5
2024-06-04 20;104.18
2024-06-04 21;211.26
2024-06-04 22;210.44
2024-06-04 23;114.44
2024-06-05 00;83.94
2024-06-05 01;124.15
2024-06-05 02;97.71
2024-06-05 03;96.82
2024-06-05 04;144.1
2024-06-05 05;128.08
2024-06-05 06;238.89
2024-06-05 07;357.27
2024-06-05 08;441.79
2024-06-05 09;345.07
2024-06-05 10;353.23
2024-06-05 11;300.43
2024-06-05 12;226.29
2024-06-05 13;222.43
2024-06-05 14;180.15
2024-06-05 15;207.57
2024-06-05 16;180.05
2024-06-05 17;186.28
2024-06-05 18;162.22
2024-06-05 19;122.5
2024-06-05 20;117.33
2024-06-05 21;118.32
2024-06-05 22;145.78
2024-06-05 23;115.14
2024-06-06 00;194.78
2024-06-06 01;225.51
2024-06-06 02;183.8
2024-06-06 03;259.52
2024-06-06 04;268.49
2024-06-06 05;285.77
2024-06-06 06;322.32
2024-06-06 07;335.92
2024-06-06 08;339.18
2024-06-06 09;448.57
2024-06-06 10;697.17
2024-06-06 11;468.95
2024-06-06 12;333.33
2024-06-06 13;325.26
2024-06-06 14;260.75
2024-06-06 15;231.82
2024-06-06 16;220.01
2024-06-06 17;163.36
2024-06-06 18;162.25
2024-06-06 19;145.98
2024-06-06 20;94.48
2024-06-06 21;136.42
2024-06-06 22;142.75
2024-06-06 23;117.14
2024-06-07 00;187.76
2024-06-07 01;159.17
2024-06-07 02;222.12
2024-06-07 03;248.54
2024-06-07 04;278.03
2024-06-07 05;291.04
2024-06-07 06;349.43
2024-06-07 07;377.79
2024-06-07 08;324.3
2024-06-07 09;425.55
2024-06-07 10;345.72
2024-06-07 11;289.39
2024-06-07 12;224.28
2024-06-07 13;195.22
2024-06-07 14;186.24
2024-06-07 15;185.33
2024-06-07 16;193.29
2024-06-07 17;179.78
2024-06-07 18;103.54
2024-06-07 19;84.15
2024-06-07 20;106.67
2024-06-07 21;161.76
2024-06-07 22;105.9
2024-06-07 23;131.39
2024-06-08 00;188.29
2024-06-08 01;210.82
2024-06-08 02;239.37
2024-06-08 03;198.78
2024-06-08 04;203.53
2024-06-08 05;251.53
2024-06-08 06;226.46
2024-06-08 07;254.58
2024-06-08 08;368.16
2024-06-08 09;330.53
2024-06-08 10;210.81
2024-06-08 11;292.15
2024-06-08 12;280.93
2024-06-08 13;311.63
2024-06-08 14;141.52
2024-06-08 15;176.56
2024-06-08 16;172.4
2024-06-08 17;171.78
2024-06-08 18;141.72
2024-06-08 19;128.82
2024-06-08 20;145.39
2024-06-08 21;127.97
2024-06-08 22;127.62
2024-06-08 23;131.62
2024-06-09 00;104.69
2024-06-09 01;136.07
2024-06-09 02;107.02
2024-06-09 03;61.77
2024-06-09 04;112.42
2024-06-09 05;87.31
2024-06-09 06;122.48
2024-06-09 07;89.03
2024-06-09 08;102.28
2024-06-09 09;123.78
2024-06-09 10;167.51
2024-06-09 11;162.91
2024-06-09 12;174.79
2024-06-09 13;142.59
2024-06-09 14;170.44
2024-06-09 15;146.52
2024-06-09 16;154.57
2024-06-09 17;150.54
2024-06-09 18;102.94
2024-06-09 19;79.88
2024-06-09 20;60.97
2024-06-09 21;79.26
2024-06-09 22;81.29
2024-06-09 23;108.13
2024-06-10 00;87.68
2024-06-10 01;127.34
2024-06-10 02;153.82
2024-06-10 03;106.63
2024-06-10 04;134.98
2024-06-10 05;115.33
2024-06-10 06;151.35
2024-06-10 07;180.17
2024-06-10 08;161.38
2024-06-10 09;130.71
2024-06-10 10;210.93
2024-06-10 11;187.82
2024-06-10 12;163.43
2024-06-10 13;193.07
2024-06-10 14;209.04
2024-06-10 15;230.89
2024-06-10 16;208.85
2024-06-10 17;254.52
2024-06-10 18;140.89
2024-06-10 19;172.5
2024-06-10 20;110
2024-06-10 21;57.74
2024-06-10 22;182.1
2024-06-10 23;135.39
2024-06-11 00;151.98
2024-06-11 01;334.55
2024-06-11 02;83.09
2024-06-11 03;148.12
2024-06-11 04;258.65
2024-06-11 05;214.43
2024-06-11 06;215.5
2024-06-11 07;254.72
2024-06-11 08;370.95
2024-06-11 09;479.35
2024-06-11 10;
2024-06-11 11;
2024-06-11 12;
2024-06-11 13;332.27
2024-06-11 14;247
2024-06-11 15;283.54
2024-06-11 16;246.37
2024-06-11 17;276.68
2024-06-11 18;224.24
2024-06-11 19;160.47
2024-06-11 20;104.96
2024-06-11 21;153.78
2024-06-11 22;171.73
2024-06-11 23;197.9
2024-06-12 00;204.38
2024-06-12 01;204.11
2024-06-12 02;212.93
2024-06-12 03;155.86
2024-06-12 04;224.81
2024-06-12 05;254.9
2024-06-12 06;261.87
2024-06-12 07;353.08
2024-06-12 08;439.26
2024-06-12 09;449.52
2024-06-12 10;349.83
2024-06-12 11;
2024-06-12 12;277.54
2024-06-12 13;390.49
2024-06-12 14;269.85
2024-06-12 15;220.98
2024-06-12 16;294.44
2024-06-12 17;264.58
2024-06-12 18;205.35
2024-06-12 19;110.67
2024-06-12 20;167.93
2024-06-12 21;198.73
2024-06-12 22;144.49
2024-06-12 23;190.13
2024-06-13 00;216.64
2024-06-13 01;186.71
2024-06-13 02;137.73
2024-06-13 03;250.1
2024-06-13 04;251.34
2024-06-13 05;254.94
2024-06-13 06;211.09
2024-06-13 07;290.92
2024-06-13 08;340.27
2024-06-13 09;386.59
2024-06-13 10;299.52
2024-06-13 11;261.02
2024-06-13 12;188.08
2024-06-13 13;193.49
2024-06-13 14;220.62
2024-06-13 15;235.61
2024-06-13 16;210.62
2024-06-13 17;204.59
2024-06-13 18;221.32
2024-06-13 19;156.35
2024-06-13 20;80.57
2024-06-13 21;132.61
2024-06-13 22;156.93
2024-06-13 23;128.91
